会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
安藤・間,1719,建設業,プライム（内国株式）,2025-03-31,東京都,254587650048,1.4958823,425160000000.0,35244000000.0,0.05672,26444000000.0,0.06284,0.16818,0.4602633517396377,16.881498,199792000000.0,186473000000.0,287813000000.0,27898000000.0,57294000000.0,28048000000.0,107654600000.0,0.4228586892557545
東急建設,1720,建設業,プライム（内国株式）,2025-03-31,東京都,113047642112,1.1255939,293138000000.0,8840000000.0,0.03016,6631000000.0,0.02631,0.083809994,0.37049742084829485,17.872696,171650000000.0,147299000000.0,216723000000.0,27205000000.0,39666000000.0,27902000000.0,64604400000.0,0.5714794116271289
コムシスホールディングス,1721,建設業,プライム（内国株式）,2025-03-31,東京都,422359662592,1.1386743,614631000000.0,45998000000.0,0.058819998,30076000000.0,0.05065,0.08596,0.694975265410483,14.319612,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,190881700000.0,0.4519411224750219
日本電技,1723,建設業,スタンダード（内国株式）,2025-03-31,東京都,80740253696,2.0322433,43061000000.0,9123000000.0,0.14957,6414000000.0,0.15084,0.1832,0.7467760844079718,,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,29972400000.0,0.3712200374406909
シンクレイヤ,1724,建設業,スタンダード（内国株式）,2024-12-31,愛知県,3204868608,0.52625114,11711000000.0,653000000.0,-0.022,547000000.0,0.04201,0.08198,0.5412262156448203,,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,2706300000.0,0.8444339943436459
ビーアールホールディングス,1726,建設業,プライム（内国株式）,2025-03-31,広島県,14913889280,1.0043106,40770000000.0,1953000000.0,0.02664,1268000000.0,0.03194,0.087740004,0.35926358715093126,8.736842,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,8092200000.0,0.5425948823994488
オーテック,1736,建設業,スタンダード（内国株式）,2025-03-31,東京都,27703955456,1.2335893,31424058000.0,4024530000.0,0.08049,2874139000.0,0.099659994,0.15245,0.6454460518491489,,11768793000.0,10047304000.0,21555712000.0,2050443000.0,8733738000.0,6297294000.0,14195024800.0,0.5123826026411584
ハンモック,173A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,6691798528,,4707880000.0,791514000.0,0.0,618078000.0,0.0,,0.44427843207619705,,3409957000.0,2259606000.0,3885001000.0,2635000.0,3165984000.0,673898000.0,946772600.0,0.14148253209335115
コーアツ工業,1743,建設業,スタンダード（内国株式）,2024-09-30,鹿児島県,4146114560,0.44518456,12061116000.0,530694000.0,-0.09393,593036000.0,0.03973,0.058130004,0.5977368251536558,,6026194000.0,5785257000.0,7987859000.0,246942000.0,878118000.0,1047754000.0,2695092800.0,0.6500285414207175
創建エース,1757,建設業,スタンダード（内国株式）,2025-03-31,,297635584,10.638298,1785757000.0,-555890000.0,-1.06911,-897176000.0,-0.50588,-5.1453004,0.009861846042688577,,2921666000.0,2395483000.0,1891050000.0,1753170000.0,16439000.0,,-1030616000.0,-3.462677365889154
